City,Date,Day_of_Week,Latitude,Longitude,Ride_Distance_KM,Ride_Type,Weather,Event,Payment_Type,Available_Drivers,Demand_Level,Surge_Multiplier,Final_Fare,Hour_of_Day,Is_Weekend,Driver_Performance_Score,Driver_XP,Ride_Priority,Fare_Acceptance,Cancellation_Rate,Time_of_Day,Demand_Score,Driver_Availability,Traffic_Delay,Cancellation_Probability,Driver_Trust_Score,Rider_Trust_Score,Leaderboard_Rank
Hyderabad,13-11-2024,2,17.35856279,78.48365131,3.34,Economy,Rainy,Concert,Card,0.997899,0.578475,1,62.06,14,0,98.25,668,96.67,0.737447,0.07,Evening Peak,100,99,25,0.3,100,100,Below Average
Mumbai,06-04-2024,5,19.12247146,72.89082262,1.75,Premium,Clear,None,UPI,0.695575,0.715003,1.03,62.83,19,1,80.72,828,84.7,0.958412,0.06,Night,50,78,0,0.1,100,100,Below Average
Chennai,03-06-2024,0,13.07619848,80.24163884,13.64,Economy,Cloudy,None,Cash,0.889223,0.929554,1.06,190.84,2,0,96.65,572,97.36,0.758247,0.01,Morning Peak,65,43,10,0.2,100,95,Below Average
Mumbai,05-11-2024,1,19.09197506,72.86872458,16.07,Premium,Rainy,IPL Match,Cash,0.655078,0.746064,1.14,265.44,10,0,87.41,958,91.19,0.998661,0,Morning Peak,100,63,25,0.3,100,45,Below Average
Hyderabad,26-02-2025,2,17.34426001,78.49660198,14.42,Premium,Clear,None,Cash,0.419324,0.950446,1.8,291.2,16,0,98.1,864,98.37,0.823783,0.01,Morning Peak,65,92,10,0.1,100,100,Below Average
Delhi,11-05-2024,5,28.70939162,77.0626074,2.19,Luxury,Cloudy,Political Rally,Card,0.836856,0.433322,1,56.9,7,1,98.41,663,97.69,0.963339,0.04,Morning Peak,95,46,25,0.2,100,15,Below Average
Delhi,20-11-2024,2,28.71472103,77.11870685,11.12,Luxury,Rainy,Concert,UPI,0.520157,0.865658,1.52,222.22,3,0,89.58,646,92.11,0.979627,0.02,Evening Peak,100,58,25,0.3,100,0,Below Average
Hyderabad,27-06-2024,3,17.37552989,78.44613256,16.29,Premium,Stormy,IPL Match,UPI,0.516393,0.402413,1,178.61,22,0,80.11,867,84.88,0.7947,0.04,Evening Peak,100,77,25,0.3,100,35,Below Average
Mumbai,16-07-2024,1,19.10063383,72.88566122,18.32,Luxury,Rainy,Festival,Cash,0.874123,0.517636,1,259.84,2,0,87.17,603,88.02,0.84033,0.1,Morning Peak,100,100,25,0.3,100,100,Below Average
Hyderabad,26-07-2024,4,17.42254428,78.53548166,10.46,Luxury,Rainy,Festival,Card,0.439321,0.835671,1.59,200.56,10,0,98.41,853,98.59,0.702992,0.01,Afternoon,100,36,15,0.3,100,100,Below Average
Delhi,05-09-2024,3,28.67327641,77.1149533,9.79,Economy,Clear,None,Cash,0.50879,0.525738,1.03,136.89,23,0,83.73,749,85.61,0.778536,0.1,Afternoon,50,42,0,0.2,100,95,Below Average
Delhi,14-10-2024,0,28.69605278,77.11918183,16.79,Premium,Rainy,Political Rally,UPI,0.57959,0.811237,1.35,273.91,14,0,98.3,924,98.81,0.951895,0,Evening Peak,100,50,25,0.3,100,100,Top Leaderboard
Mumbai,24-05-2024,4,19.09848156,72.83715707,5.61,Premium,Stormy,IPL Match,UPI,0.302911,0.928021,1.94,208.2,13,0,90.05,713,92.44,0.820855,0.02,Evening Peak,100,39,25,0.3,100,25,Below Average
Delhi,01-10-2024,1,28.73836381,77.09544296,11.52,Economy,Cloudy,None,Cash,0.229979,0.866493,1.95,292.89,9,0,92.05,574,92.03,0.875867,0.08,Night,50,64,0,0.1,100,100,Below Average
Delhi,21-03-2025,4,28.67686673,77.15119148,18.37,Luxury,Cloudy,None,UPI,0.879708,0.570175,1,218.7,0,0,86.6,907,88.82,0.855696,0.06,Evening Peak,65,93,10,0.1,100,100,Below Average
Hyderabad,11-08-2024,6,17.3426671,78.44410663,1.02,Luxury,Clear,Political Rally,Cash,0.517979,0.855165,1.51,62.18,3,1,88.81,598,91.87,0.719683,0.01,Evening Peak,95,86,25,0.1,100,100,Below Average
Delhi,09-08-2024,4,28.74685805,77.05255231,14.66,Premium,Clear,Festival,UPI,0.499277,0.83457,1.5,272.4,13,0,96.04,869,96.63,0.942523,0.02,Night,80,78,15,0.1,100,0,Below Average
Chennai,10-11-2024,6,13.11316195,80.23356101,3.59,Premium,Clear,None,UPI,0.46591,0.929495,1.7,118.13,13,1,91.08,567,93.16,0.95348,0.02,Evening Peak,65,46,10,0.2,100,100,Below Average
Hyderabad,29-05-2024,2,17.35895832,78.44180378,5.09,Premium,Rainy,Political Rally,UPI,0.318857,0.495727,1.27,98.82,22,0,99.34,673,96.54,0.941685,0.1,Afternoon,100,41,15,0.3,100,100,Below Average
Bangalore,26-05-2024,6,12.98604166,77.63459909,10.25,Economy,Clear,Festival,UPI,0.222892,0.717919,1.74,297.98,5,1,80.48,781,84.24,0.950537,0.07,Morning Peak,95,40,25,0.2,100,100,Below Average
Delhi,24-05-2024,4,28.69654663,77.06205007,19.19,Economy,Cloudy,None,Cash,0.400526,0.633777,1.35,306.32,15,0,86.06,661,88.14,0.904875,0.07,Evening Peak,65,82,10,0.1,100,100,Below Average
Chennai,13-03-2025,3,13.03670491,80.27136343,15.32,Luxury,Stormy,Festival,Card,0.203764,0.638244,1.65,327.56,11,0,80.76,720,85.03,0.967271,0.05,Morning Peak,100,61,25,0.3,100,30,Below Average
Chennai,28-10-2024,0,13.06567135,80.25690345,2.61,Economy,Rainy,IPL Match,UPI,0.327314,0.777409,1.68,98.63,14,0,91,880,92.5,0.733156,0.04,Evening Peak,100,71,25,0.3,100,100,Below Average
Delhi,25-12-2024,2,28.74045945,77.10801043,10.15,Luxury,Clear,Concert,UPI,0.564033,0.646209,1.12,152.88,5,0,99.47,990,99.03,0.766623,0.02,Morning Peak,95,34,25,0.2,100,15,Below Average
Bangalore,26-01-2025,6,12.94964947,77.58000983,8.71,Economy,Rainy,Festival,UPI,0.321237,0.563367,1.36,205.67,18,1,93.63,522,94.64,0.85046,0.03,Night,100,87,15,0.3,100,0,Below Average
Mumbai,08-09-2024,6,19.03059054,72.88170476,13.32,Premium,Rainy,Festival,Cash,0.67142,0.536303,1,199.84,20,1,83.51,743,88.16,0.97033,0.01,Evening Peak,100,52,25,0.3,100,95,Below Average
Delhi,20-08-2024,1,28.74169808,77.06909676,8.78,Luxury,Cloudy,IPL Match,Cash,0.223196,0.880706,1.99,244.37,22,0,96.92,881,97.54,0.814262,0.01,Morning Peak,95,43,25,0.2,100,60,Below Average
Mumbai,08-05-2024,2,19.04101054,72.87691185,15.6,Premium,Cloudy,Political Rally,Cash,0.604241,0.742196,1.21,274.91,4,0,95.08,968,95.06,0.812066,0.05,Evening Peak,95,85,25,0.1,100,60,Below Average
Delhi,28-10-2024,0,28.66335996,77.13470801,3.27,Economy,Cloudy,None,Card,0.509588,0.55149,1.06,71.76,2,0,92.6,654,93.32,0.723154,0.05,Night,50,94,0,0.1,100,0,Below Average
Bangalore,21-12-2024,5,12.96990495,77.59079638,6.93,Luxury,Rainy,IPL Match,Card,0.324372,0.45705,1.2,153.71,21,1,86.26,860,87.68,0.876384,0.09,Afternoon,100,93,15,0.3,100,100,Below Average
Bangalore,18-10-2024,4,12.96715952,77.60580581,17.2,Economy,Clear,None,Cash,0.500739,0.522808,1.03,269.45,21,0,99.24,919,99.17,0.905911,0.01,Afternoon,50,36,0,0.2,100,0,Below Average
Delhi,23-06-2024,6,28.65674204,77.12065953,6.94,Economy,Cloudy,Festival,UPI,0.334923,0.458824,1.19,124.24,14,1,87.58,695,89.81,0.873725,0.05,Evening Peak,95,46,25,0.2,100,60,Below Average
Delhi,18-07-2024,3,28.6836175,77.05587239,15.94,Premium,Stormy,Festival,Cash,0.604777,0.420569,1,194.4,18,0,85.9,507,87.13,0.83825,0.1,Morning Peak,100,41,25,0.3,100,15,Below Average
Chennai,28-07-2024,6,13.05816208,80.28566719,4.68,Economy,Clear,IPL Match,Card,0.877562,0.426603,1,81.48,12,1,89.45,981,92.31,0.876467,0.01,Morning Peak,95,64,25,0.1,100,100,Below Average
Chennai,20-07-2024,5,13.03996841,80.29058007,15,Economy,Clear,None,UPI,0.614252,0.556714,1,195,0,1,90.71,916,92,0.791466,0.05,Morning Peak,65,87,10,0.1,100,0,Below Average
Delhi,14-06-2024,4,28.7186518,77.12463504,13.91,Luxury,Clear,None,Cash,0.497965,0.81379,1.47,255.93,8,0,90.4,568,91.78,0.990798,0.05,Afternoon,50,32,0,0.2,100,100,Below Average
Delhi,27-09-2024,4,28.71022369,77.09530418,9.48,Economy,Stormy,None,Cash,0.948111,0.739001,1,129.8,15,0,94.07,612,94.05,0.765682,0.06,Morning Peak,85,52,10,0.3,100,100,Below Average
Bangalore,25-05-2024,5,12.99651552,77.61889509,15.18,Economy,Stormy,Concert,Card,0.306367,0.970749,2,470.68,18,1,86.12,916,87.28,0.830495,0.1,Afternoon,100,58,15,0.3,100,0,Below Average
Bangalore,15-08-2024,3,12.98143895,77.57889814,4.27,Luxury,Cloudy,IPL Match,Card,0.408938,0.733967,1.49,139.33,23,0,86.7,856,90.09,0.778372,0.02,Night,80,55,15,0.1,100,100,Below Average
Hyderabad,12-05-2024,6,17.34424669,78.45328878,16.95,Luxury,Rainy,Festival,Cash,0.759926,0.748784,1,184.55,11,1,92.15,541,94.2,0.705731,0.01,Morning Peak,100,80,25,0.3,100,0,Below Average
Delhi,10-09-2024,1,28.74009574,77.1098115,17.72,Economy,Clear,Concert,Cash,0.817975,0.493424,1,212.2,1,0,97.62,887,96.53,0.957811,0.06,Morning Peak,95,68,25,0.1,100,100,Below Average
Chennai,27-12-2024,4,13.07625362,80.29054593,0.79,Premium,Cloudy,Festival,UPI,0.39019,0.481862,1.14,44.11,15,0,88.61,507,90.53,0.909198,0.05,Morning Peak,95,92,25,0.1,100,0,Below Average
Mumbai,20-09-2024,4,19.03737631,72.8361993,8.04,Premium,Rainy,Festival,UPI,0.696106,0.503394,1,136.48,8,0,86.91,564,89.94,0.897725,0.03,Afternoon,100,79,15,0.3,100,100,Below Average
Bangalore,24-12-2024,1,12.97708648,77.5680982,2.44,Luxury,Stormy,IPL Match,UPI,0.235286,0.810054,1.86,129.68,0,0,85.24,808,88.17,0.867284,0.05,Evening Peak,100,36,25,0.3,100,80,Below Average
Bangalore,20-07-2024,5,12.95120366,77.62423977,1.73,Premium,Stormy,None,Card,0.715012,0.708844,1,60.49,8,1,83.45,898,85.72,0.98772,0.09,Afternoon,70,84,0,0.5,100,0,Below Average
Bangalore,16-02-2025,6,12.99869656,77.57679632,7.53,Premium,Rainy,IPL Match,Cash,0.988726,0.609459,1,135.89,16,1,97.48,823,96.44,0.746406,0.06,Afternoon,100,71,15,0.3,100,100,Below Average
Mumbai,18-05-2024,5,19.08926478,72.92097722,16.67,Luxury,Clear,None,Cash,0.359479,0.945572,1.88,451.28,0,1,82.37,873,84.96,0.735614,0.09,Evening Peak,65,56,10,0.1,87.2,0,Below Average
Chennai,25-02-2025,1,13.03674874,80.28866457,1.71,Luxury,Stormy,Festival,Card,0.401409,0.455656,1.08,52.71,13,0,98.04,556,98.33,0.943491,0.01,Evening Peak,100,69,25,0.3,68.6,100,Below Average
Bangalore,02-07-2024,1,12.92918513,77.5806274,14.89,Economy,Stormy,Concert,UPI,0.79908,0.929662,1.2,277.88,1,0,97.7,638,98.09,0.831424,0.01,Afternoon,100,68,15,0.3,100,100,Below Average
Delhi,04-04-2024,3,28.74861152,77.06390189,17.18,Premium,Rainy,Concert,UPI,0.865073,0.885557,1.03,213,2,0,81.15,558,85.31,0.77935,0.05,Morning Peak,100,63,25,0.3,100,100,Below Average
Chennai,11-05-2024,5,13.04079766,80.26384974,7.56,Premium,Clear,Political Rally,Cash,0.214572,0.789639,1.86,210.48,13,1,96.74,657,94.72,0.757607,0.1,Night,80,52,15,0.1,100,100,Below Average
Bangalore,18-09-2024,2,12.96717755,77.64051967,6.92,Economy,Rainy,IPL Match,UPI,0.255065,0.470905,1.32,168.91,16,0,93.31,880,94.42,0.947723,0.03,Morning Peak,100,38,25,0.3,100,100,Below Average
Mumbai,30-07-2024,1,19.08723247,72.89816792,13.91,Economy,Stormy,IPL Match,Cash,0.484547,0.642838,1.24,256.58,14,0,89.53,638,91.77,0.750481,0.03,Evening Peak,100,69,25,0.3,100,20,Below Average
Hyderabad,29-08-2024,3,17.39122974,78.51603334,17.71,Luxury,Cloudy,IPL Match,Card,0.257205,0.554322,1.45,277.52,15,0,98.64,527,98.75,0.905348,0.01,Afternoon,80,94,15,0.1,100,60,Below Average
Bangalore,10-05-2024,4,12.9999835,77.56165824,1.11,Luxury,Cloudy,IPL Match,Card,0.976238,0.438795,1,52.43,12,0,87.63,975,89.54,0.758254,0.06,Evening Peak,95,31,25,0.2,100,100,Below Average
Mumbai,17-10-2024,3,19.12318174,72.85367676,14.67,Premium,Rainy,Political Rally,Cash,0.220787,0.790197,1.85,399.67,13,0,95.14,874,96,0.879647,0.02,Afternoon,100,45,15,0.3,100,100,Below Average
Hyderabad,15-12-2024,6,17.34112593,78.45058082,11.32,Luxury,Stormy,Political Rally,Cash,0.419416,0.976083,1.84,246.34,17,1,92.81,775,92.27,0.719108,0.09,Morning Peak,100,46,25,0.3,100,20,Below Average
Hyderabad,18-12-2024,2,17.42398745,78.47231425,3.49,Economy,Stormy,Concert,Cash,0.561319,0.617744,1.08,68.48,9,0,91.83,690,92.78,0.939442,0.05,Afternoon,100,36,15,0.3,100,0,Below Average
Bangalore,22-03-2025,5,13.01578958,77.63013612,15.66,Luxury,Stormy,Concert,UPI,0.655123,0.41967,1,241.58,10,1,82.28,875,84.9,0.957187,0.09,Night,100,61,15,0.3,100,100,Below Average
Chennai,08-12-2024,6,13.1226272,80.23780205,7.91,Economy,Clear,None,Cash,0.915739,0.413105,1,117.01,6,1,82.51,947,86.56,0.958417,0.04,Morning Peak,65,51,10,0.1,0,0,Below Average
Delhi,28-10-2024,0,28.68983801,77.11965395,10.97,Economy,Clear,Concert,Cash,0.540488,0.545626,1.01,146.15,20,0,84.93,612,88.85,0.971072,0.02,Morning Peak,95,83,25,0.1,100,90,Below Average
Bangalore,30-12-2024,0,13.0125468,77.54698306,7.7,Economy,Cloudy,None,Card,0.505265,0.42646,1,138.1,20,0,81.27,868,85.39,0.87891,0.05,Morning Peak,65,55,10,0.1,100,30,Below Average
Delhi,07-06-2024,4,28.70182137,77.14498576,4.27,Premium,Stormy,Concert,Card,0.691364,0.975179,1.43,111.11,13,0,94.21,785,93.25,0.965114,0.09,Afternoon,100,63,15,0.3,100,100,Below Average
Mumbai,20-12-2024,4,19.09288057,72.83916686,11.01,Premium,Clear,Concert,Cash,0.885238,0.507035,1,172.12,14,0,87.99,939,88.59,0.782469,0.1,Evening Peak,95,59,25,0.1,100,55,Below Average
Delhi,12-06-2024,2,28.71638866,77.13534449,5.75,Luxury,Stormy,None,Card,0.964924,0.58048,1,92.5,15,0,96.5,553,94.55,0.967425,0.1,Afternoon,70,47,0,0.5,100,0,Below Average
Hyderabad,02-04-2024,1,17.38629737,78.45645024,15.23,Economy,Rainy,IPL Match,Card,0.589403,0.552913,1,169.07,2,0,93.42,884,93.89,0.928136,0.05,Evening Peak,100,62,25,0.3,100,100,Below Average
Bangalore,01-03-2025,5,13.01361023,77.63528159,5.28,Luxury,Stormy,Festival,Cash,0.635944,0.514847,1,106.64,17,1,82.43,931,87.1,0.884213,0.02,Morning Peak,100,60,25,0.3,100,100,Below Average
Delhi,28-06-2024,4,28.68481533,77.0897133,4.02,Luxury,Cloudy,Festival,UPI,0.889879,0.89753,1.01,75.95,16,0,99.47,553,96.93,0.912302,0.09,Afternoon,80,54,15,0.1,100,100,Below Average
Mumbai,22-04-2024,0,19.03714023,72.84651814,11.96,Luxury,Cloudy,Festival,Cash,0.649971,0.723997,1.11,203.71,6,0,83.52,574,88.16,0.757577,0.01,Afternoon,80,58,15,0.1,57.2,90,Below Average
Mumbai,14-07-2024,6,19.1214023,72.83315499,3.57,Premium,Rainy,IPL Match,UPI,0.867066,0.421839,1,82.84,21,1,89.36,928,91.95,0.845566,0.02,Evening Peak,100,38,25,0.3,100,0,Below Average
Chennai,11-08-2024,6,13.12059801,80.28693702,0.52,Premium,Cloudy,IPL Match,UPI,0.417504,0.534196,1.18,42.15,4,1,89.24,509,90.97,0.989548,0.05,Night,80,81,15,0.1,0,15,Below Average
Hyderabad,14-12-2024,5,17.34837662,78.45762596,10.01,Economy,Cloudy,IPL Match,Cash,0.279215,0.566675,1.43,174.59,17,1,99.54,707,97.58,0.879368,0.07,Night,80,88,15,0.1,100,15,Below Average
Bangalore,22-12-2024,6,12.96432178,77.57000594,4.95,Premium,Cloudy,Political Rally,Cash,0.643797,0.50176,1,102.35,0,1,84.64,520,87.15,0.943332,0.07,Morning Peak,95,69,25,0.1,100,100,Below Average
Bangalore,31-01-2025,4,12.92619672,77.62099019,10.39,Luxury,Clear,Festival,Cash,0.211035,0.429406,1.33,230.18,6,0,95.98,600,95.69,0.867227,0.05,Night,80,40,15,0.2,100,30,Below Average
Hyderabad,15-02-2025,5,17.34362975,78.53235363,19.59,Premium,Clear,Concert,Card,0.329486,0.86401,1.8,374.96,14,1,86.25,637,90.07,0.90836,0.01,Evening Peak,95,94,25,0.1,99.5,85,Below Average
Chennai,03-10-2024,3,13.08450741,80.2747205,15.79,Luxury,Clear,Political Rally,Card,0.458565,0.730005,1.41,287.2,7,0,84.18,808,88.03,0.832177,0.03,Night,80,84,15,0.1,100,0,Below Average
Delhi,01-09-2024,6,28.70990738,77.12710102,8.27,Premium,Clear,IPL Match,Cash,0.674337,0.821784,1.22,143.59,11,1,93.15,709,94.91,0.953754,0.01,Evening Peak,95,65,25,0.1,100,90,Below Average
Mumbai,23-10-2024,2,19.09690658,72.89690143,4.18,Premium,Stormy,None,UPI,0.456388,0.777473,1.48,133.44,11,0,94.56,680,94.39,0.90218,0.06,Night,70,81,0,0.5,67.3,0,Below Average
Delhi,22-06-2024,5,28.7537302,77.09279074,16.16,Economy,Clear,None,UPI,0.613532,0.849515,1.35,265.41,3,1,95.22,670,95.45,0.962514,0.04,Night,50,50,0,0.2,100,10,Below Average
Chennai,13-11-2024,2,13.05815286,80.30586317,3.62,Economy,Cloudy,None,UPI,0.822456,0.872085,1.07,74.71,12,0,98.05,578,96.83,0.988551,0.06,Afternoon,50,53,0,0.1,100,60,Below Average
Delhi,05-11-2024,1,28.73249561,77.12278255,15.17,Luxury,Rainy,None,UPI,0.230245,0.468483,1.36,253.91,16,0,87.48,557,90.34,0.881076,0.03,Evening Peak,85,40,10,0.3,60.1,0,Below Average
Chennai,26-03-2024,1,13.07385843,80.26329387,16.93,Luxury,Clear,None,Card,0.507092,0.87833,1.56,337.32,16,0,84.02,565,87.31,0.892082,0.05,Night,50,38,0,0.2,100,100,Below Average
Bangalore,13-08-2024,1,12.9564099,77.56637057,11.75,Economy,Cloudy,Festival,Cash,0.369384,0.675092,1.46,278.5,4,0,82.51,554,86.26,0.931636,0.05,Morning Peak,95,58,25,0.1,100,90,Below Average
Hyderabad,12-08-2024,0,17.41978899,78.52793628,5.42,Economy,Cloudy,IPL Match,Card,0.432519,0.658089,1.34,108.25,16,0,89.17,816,89.72,0.719735,0.09,Morning Peak,95,74,25,0.1,100,100,Below Average
Bangalore,18-12-2024,2,13.01886535,77.56783929,13.9,Premium,Stormy,Concert,UPI,0.268881,0.979519,2.07,452.71,8,0,82.69,813,86.68,0.90541,0.04,Afternoon,100,55,15,0.3,56.5,100,Below Average
Hyderabad,07-10-2024,0,17.38448111,78.4979817,7.07,Luxury,Cloudy,Concert,UPI,0.738874,0.992829,1.38,131.97,2,0,83.66,703,86.46,0.79831,0.07,Evening Peak,95,88,25,0.1,100,90,Below Average
Hyderabad,20-06-2024,3,17.38001512,78.45977073,15.37,Luxury,Stormy,Political Rally,Cash,0.852346,0.773405,1,170.33,8,0,88.27,571,89.09,0.911923,0.09,Afternoon,100,84,15,0.3,100,5,Below Average
Chennai,26-09-2024,3,13.11100754,80.30211713,1.88,Economy,Stormy,Political Rally,UPI,0.328225,0.963575,1.95,98.83,9,0,91.58,908,91.41,0.770716,0.09,Afternoon,100,62,15,0.3,100,0,Below Average
Chennai,02-12-2024,0,13.11269299,80.28972945,13.08,Luxury,Cloudy,Concert,Cash,0.824219,0.736529,1,173.88,19,0,81.09,565,86.16,0.92344,0.02,Evening Peak,95,61,25,0.1,100,100,Below Average
Chennai,02-09-2024,0,13.11050155,80.25778018,11.75,Luxury,Clear,Concert,UPI,0.522444,0.952317,1.64,261.17,7,0,99.88,917,98.12,0.900505,0.06,Evening Peak,95,59,25,0.1,100,100,Below Average
Chennai,13-06-2024,3,13.12755242,80.26967283,1.95,Premium,Stormy,None,Cash,0.759265,0.504051,1,51.45,3,0,85.34,940,87.34,0.834204,0.08,Evening Peak,85,92,10,0.3,100,100,Below Average
Mumbai,04-05-2024,5,19.11702723,72.88795221,2.9,Luxury,Stormy,None,Cash,0.948992,0.883034,1,74.8,17,1,81.3,726,84.51,0.796281,0.08,Afternoon,70,88,0,0.5,92.3,70,Below Average
Mumbai,18-03-2025,1,19.12479439,72.91573896,4.37,Premium,Clear,Concert,Cash,0.200789,0.415404,1.32,122.02,18,0,80.31,998,83.22,0.861491,0.1,Evening Peak,95,84,25,0.1,100,100,Below Average
Bangalore,08-10-2024,1,12.94548601,77.56463927,19.81,Premium,Cloudy,Concert,Card,0.609588,0.403135,1,295.53,22,0,94.26,580,92.98,0.946229,0.1,Afternoon,80,42,15,0.2,100,0,Below Average
Bangalore,15-12-2024,6,12.95938665,77.55867625,13.88,Luxury,Cloudy,None,Card,0.703544,0.908672,1.31,286.16,5,1,86.56,701,89.69,0.965057,0.03,Evening Peak,65,88,10,0.1,100,100,Below Average
Hyderabad,16-09-2024,0,17.3363044,78.48107176,15.51,Luxury,Clear,Festival,Card,0.314597,0.60474,1.44,247.09,22,0,82.09,646,85.06,0.7132,0.08,Evening Peak,95,97,25,0.1,100,55,Below Average
Chennai,25-01-2025,5,13.08784049,80.2382667,10.33,Premium,Stormy,None,Cash,0.719293,0.458736,1,143.63,20,1,98.32,744,96.42,0.929463,0.08,Afternoon,70,95,0,0.5,100,50,Below Average
Mumbai,28-11-2024,3,19.07305779,72.90159683,4.22,Premium,Clear,IPL Match,Cash,0.385224,0.808125,1.63,147.74,13,0,81.09,742,84.36,0.992182,0.08,Morning Peak,95,81,25,0.1,100,55,Below Average
Hyderabad,13-10-2024,6,17.36121304,78.46200422,9.57,Luxury,Stormy,None,UPI,0.475627,0.547495,1.11,131.12,9,1,97.8,986,96.36,0.751818,0.07,Afternoon,70,64,0,0.5,100,100,Below Average
Bangalore,26-02-2025,2,12.92163618,77.57738484,4.63,Premium,Rainy,Political Rally,UPI,0.405289,0.589742,1.28,125.68,6,0,87.47,513,90.03,0.853694,0.04,Morning Peak,100,92,25,0.3,42.3,0,Below Average
Chennai,27-10-2024,6,13.07350181,80.30466504,18.17,Economy,Rainy,None,Cash,0.778496,0.706778,1,229.87,19,1,96.54,629,96.68,0.93925,0.03,Night,70,63,0,0.5,100,70,Below Average
Bangalore,29-08-2024,3,12.94297147,77.6311268,8.29,Premium,Stormy,IPL Match,UPI,0.438194,0.939396,1.75,255.1,5,0,89.15,957,92.11,0.894116,0.01,Evening Peak,100,37,25,0.3,100,100,Below Average
Chennai,25-03-2024,0,13.05366818,80.31300202,4.89,Economy,Stormy,Festival,Card,0.218685,0.528423,1.46,122.33,13,0,99,987,96.6,0.971047,0.09,Morning Peak,100,94,25,0.3,100,100,Below Average
Hyderabad,02-02-2025,6,17.36533711,78.44955412,3.28,Economy,Rainy,None,UPI,0.976878,0.665538,1,61.52,3,1,87.66,962,90.16,0.816834,0.04,Night,70,85,0,0.5,100,100,Below Average
Hyderabad,28-08-2024,2,17.42140988,78.50137566,19.34,Luxury,Stormy,None,Cash,0.388963,0.791909,1.6,329.7,12,0,90.13,516,92.79,0.981542,0.01,Night,70,64,0,0.5,100,100,Below Average
Chennai,01-04-2024,0,13.05466782,80.25992033,7.21,Economy,Clear,Concert,Cash,0.604437,0.858834,1.38,150.85,15,0,80.22,731,85.55,0.846609,0.02,Night,80,37,15,0.2,100,0,Below Average
Delhi,28-04-2024,6,28.65955425,77.11067489,9.75,Luxury,Clear,Concert,Cash,0.333522,0.429222,1.14,151.05,12,1,88.22,911,90.55,0.712416,0.04,Night,80,67,15,0.1,100,100,Below Average
Hyderabad,21-01-2025,1,17.38166649,78.44943342,2.29,Economy,Rainy,Concert,Card,0.551493,0.560957,1.01,53.14,23,0,97.19,925,95.33,0.875213,0.09,Morning Peak,100,31,25,0.3,47.3,35,Below Average
Chennai,07-03-2025,4,13.09820267,80.2637985,2.66,Luxury,Stormy,Political Rally,Card,0.672722,0.433949,1,59.26,12,0,99.41,835,98.39,0.876906,0.04,Afternoon,100,78,15,0.3,100,55,Below Average
Hyderabad,02-08-2024,4,17.34062826,78.46830419,17.46,Economy,Clear,Political Rally,Cash,0.467296,0.867861,1.6,302.62,15,0,80.24,723,85.27,0.986882,0.03,Afternoon,80,75,15,0.1,100,90,Below Average
Mumbai,31-05-2024,4,19.10681387,72.83666041,11.94,Luxury,Clear,Concert,Card,0.693126,0.833972,1.21,221.77,3,0,83.05,722,85.73,0.993234,0.08,Afternoon,80,56,15,0.1,100,100,Below Average
Delhi,09-02-2025,6,28.65660645,77.10078908,19.74,Economy,Rainy,Political Rally,UPI,0.243133,0.72919,1.73,402.05,15,1,99.88,954,97.52,0.813412,0.08,Afternoon,100,30,15,0.3,100,100,Below Average
Delhi,27-07-2024,5,28.66281921,77.064924,8.35,Luxury,Clear,None,UPI,0.482194,0.540854,1.09,129.17,11,1,92.15,914,93.6,0.96441,0.03,Night,50,86,0,0.1,100,75,Below Average
Bangalore,15-08-2024,3,12.92310103,77.61898883,5.5,Premium,Stormy,Festival,Card,0.929549,0.435548,1,109.5,10,0,91.18,572,92.33,0.875089,0.05,Night,100,67,15,0.3,100,0,Below Average
Mumbai,11-08-2024,6,19.03174735,72.84842477,9.06,Luxury,Clear,Political Rally,Cash,0.266759,0.872448,1.91,284.06,23,1,98.39,549,96.47,0.70182,0.08,Afternoon,80,88,15,0.1,100,0,Below Average
Hyderabad,08-03-2025,5,17.38942881,78.49343019,19.44,Economy,Clear,Concert,UPI,0.600517,0.92828,1.49,308.37,18,1,98.12,847,97.18,0.764173,0.05,Evening Peak,95,67,25,0.1,100,100,Below Average
Hyderabad,06-09-2024,4,17.39743505,78.51615035,15.5,Luxury,Clear,Political Rally,UPI,0.22053,0.815407,1.89,324.13,1,0,80.84,644,85.09,0.968005,0.05,Night,80,95,15,0.1,100,25,Below Average
Hyderabad,30-04-2024,1,17.37522604,78.52379168,7.73,Luxury,Cloudy,Festival,UPI,0.520881,0.643487,1.18,119.85,12,0,95.8,606,94.96,0.844403,0.07,Evening Peak,95,99,25,0.1,100,25,Below Average
Mumbai,16-12-2024,0,19.12555748,72.89846406,12.55,Luxury,Cloudy,Concert,Card,0.584223,0.4294,1,190.6,23,0,95.4,898,94.08,0.855382,0.09,Night,80,43,15,0.2,100,100,Below Average
Mumbai,17-04-2024,2,19.05766491,72.88545911,6.08,Premium,Cloudy,IPL Match,Card,0.871739,0.438089,1,112.96,5,0,94.33,605,93.93,0.722271,0.07,Morning Peak,95,55,25,0.1,100,70,Below Average
Hyderabad,24-02-2025,0,17.35748431,78.45170034,17.01,Luxury,Rainy,IPL Match,UPI,0.751733,0.748147,1,185.09,1,0,80.76,591,84.13,0.84092,0.08,Night,100,81,15,0.3,100,15,Below Average
